OBJECTID,ID,Year,Reported Date,Occurred Date,Weekday,Hate Crime Type,Hate Crime Motivation,Hate Crime Status,Offence Category,Neighbourhood,Sector,Division,Census Tract,Ward,Councillor,Offence Type
1009,1320,2021,11/10/2021 12:00:00 AM,11/10/2021 12:00:00 AM,Wednesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Assault Level 1,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1010,1321,2020,9/7/2020 12:00:00 AM,9/2/2020 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Dispute- Civil,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050011.01,Ward 18 - Alta Vista,Marty Carr,Non Criminal
1011,1322,2023,3/17/2023 12:00:00 AM,3/14/2023 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Wilful Promotion Of Hatred,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
1012,1323,2022,4/24/2022 12:00:00 AM,4/24/2022 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Suspected,Dispute- Neighbour,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050009.00,Ward 18 - Alta Vista,Marty Carr,Non Criminal
1013,1324,2021,1/31/2021 12:00:00 AM,1/31/2021 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Emerald Woods - Sawmill Creek,Sector 35,East,5050123.01,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1014,1325,2020,1/10/2020 12:00:00 AM,1/10/2020 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1015,1326,2023,12/10/2023 12:00:00 AM,12/9/2023 12:00:00 AM,Saturday,Race/Ethnicity,Other South Asian not mentioned,Hatecrime Happened,Dispute- Disturbance,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non Criminal
1016,1327,2022,10/8/2022 12:00:00 AM,10/7/2022 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Threats Utter To Person,Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050011.04,Ward 18 - Alta Vista,Marty Carr,Criminal
1017,1328,2022,2/14/2022 12:00:00 AM,2/14/2022 12:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Mischief To Property,CFB Rockcliffe-NRC,Sector 32,East,5050060.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1018,1329,2023,5/13/2023 12:00:00 AM,5/12/2023 12:00:00 AM,Friday,Gender,LGBTQ2+,Hatecrime Happened,"Threats Harass, Intim, Violent",Vanier North,Sector 25,Central,5050060.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1019,1330,2021,12/3/2021 12:00:00 AM,12/3/2021 12:00:00 AM,Friday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Threats Utter To Person,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
1020,1331,2019,10/1/2019 12:00:00 AM,10/1/2019 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Hunt Club Upper -Blossom Park - Timbermill,Sector 35,East,5050123.03,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1021,1332,2021,6/14/2021 12:00:00 AM,6/14/2021 12:00:00 AM,Monday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief To Property,East Industrial,Sector 33,East,5050011.03,Ward 18 - Alta Vista,Marty Carr,Criminal
1022,1333,2023,5/23/2023 12:00:00 AM,5/17/2023 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1023,1334,2022,5/2/2022 12:00:00 AM,5/1/2022 12:00:00 AM,Sunday,Religion,Muslim (Islam),Hatecrime Suspected,B&e Non- Res.prop/ Commercial,Riverside South - Leitrim,Sector 35,East,5050126.07,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
1024,1335,2021,5/8/2021 12:00:00 AM,5/8/2021 12:00:00 AM,Saturday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,B&e Non- Res.prop/ Commercial,Riverside South - Leitrim,Sector 35,East,5050126.07,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
1025,1336,2022,11/18/2022 12:00:00 AM,11/18/2022 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Information ( General),Elmvale - Eastway - Riverview - Riverview Park West,Sector 33,East,5050008.00,Ward 18 - Alta Vista,Marty Carr,Non Criminal
1026,1337,2018,6/21/2018 12:00:00 AM,6/21/2018 12:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Assault Level 1,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050010.00,Ward 18 - Alta Vista,Marty Carr,Criminal
1027,1338,2022,2/3/2022 12:00:00 AM,2/3/2022 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Hawthorne Meadows - Sheffield Glen,Sector 33,East,5050010.00,Ward 18 - Alta Vista,Marty Carr,Criminal
1028,1339,2019,12/18/2019 12:00:00 AM,12/18/2019 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Assault Level 1,CFB Rockcliffe-NRC,Sector 32,East,5050060.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1029,1340,2023,1/21/2023 12:00:00 AM,1/20/2023 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,"Disturbance Causing, Loiter Etc",Greenboro East,Sector 35,East,5050001.06,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1030,1341,2021,1/25/2021 12:00:00 AM,1/25/2021 12:00:00 AM,Monday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,Centretown,Sector 23,Central,5050037.01,Ward 14 - Somerset,Ariel Troster,Criminal
1031,1342,2021,9/25/2021 12:00:00 AM,9/25/2021 12:00:00 AM,Saturday,Race/Ethnicity,South Asian,Hatecrime Happened,Assault Level 1,Vanier North,Sector 25,Central,5050102.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1032,1343,2022,9/5/2022 12:00:00 AM,9/5/2022 12:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Dispute- Disturbance,Byward Market,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
1033,1344,2022,12/31/2022 12:00:00 AM,12/31/2022 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1034,1345,2022,4/21/2022 12:00:00 AM,4/21/2022 12:00:00 AM,Thursday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Trespass Act,Overbrook - McArthur,Sector 25,Central,5050013.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
1035,1346,2022,1/15/2022 12:00:00 AM,1/15/2022 12:00:00 AM,Saturday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Threats Utter To Person,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1036,1347,2020,8/2/2020 12:00:00 AM,7/29/2020 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
1037,1348,2022,10/24/2022 12:00:00 AM,10/1/2022 12:00:00 AM,Saturday,Race/Ethnicity,White,Hatecrime Happened,Harass Crim Stalking,Billings Bridge - Alta Vista,Sector 34,East,5050006.00,Ward 18 - Alta Vista,Marty Carr,Criminal
1038,1349,2021,10/15/2021 12:00:00 AM,10/14/2021 12:00:00 AM,Thursday,Religion,Catholic,Hatecrime Suspected,Mischief To Property,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
1039,1350,2021,12/7/2021 12:00:00 AM,11/22/2021 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Public Incitement Of Hatred,Manotick East,Sector 36,East,5050191.01,Ward 20 - Osgoode,George Darouze,Criminal
1040,1351,2021,1/22/2021 12:00:00 AM,1/22/2021 12:00:00 AM,Friday,Race/Ethnicity,Multiple Races/Ethnicities,Hatecrime Happened,Mischief With Data,Manotick East,Sector 36,East,5050191.01,Ward 20 - Osgoode,George Darouze,Criminal
1041,1352,2020,5/1/2020 12:00:00 AM,5/1/2020 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Manotick East,Sector 36,East,5050191.01,Ward 20 - Osgoode,George Darouze,Criminal
1042,1353,2021,11/5/2021 12:00:00 AM,11/5/2021 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
1043,1354,2021,5/10/2021 12:00:00 AM,5/10/2021 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
1044,1355,2022,6/2/2022 12:00:00 AM,6/1/2022 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.01,Ward 18 - Alta Vista,Marty Carr,Criminal
1045,1356,2022,7/13/2022 12:00:00 AM,7/13/2022 12:00:00 AM,Wednesday,Sexual Orientation,LGBTQ2+,Hatecrime Happened,Mischief To Property,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.01,Ward 18 - Alta Vista,Marty Carr,Criminal
1046,1357,2024,1/16/2024 12:00:00 AM,1/14/2024 12:00:00 AM,Sunday,Religion,Muslim (Islam),Hatecrime Suspected,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1047,1358,2022,3/14/2022 12:00:00 AM,3/13/2022 12:00:00 AM,Sunday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Suspected,Mischief To Property,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
1048,1359,2023,10/15/2023 12:00:00 AM,10/15/2023 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Sandy Hill - Ottawa East,Sector 24,Central,5050050.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1049,1360,2023,12/21/2023 12:00:00 AM,12/21/2023 12:00:00 AM,Thursday,Religion,Jewish,Hatecrime Happened,Threats Utter To Person,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
1050,1361,2023,11/3/2023 12:00:00 AM,11/3/2023 12:00:00 AM,Friday,Religion,Jewish,Hatecrime Happened,Harass Crim Stalking,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
1051,1362,2023,10/9/2023 12:00:00 AM,10/9/2023 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Threats To Property/ Animal,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
1052,1363,2024,1/10/2024 12:00:00 AM,12/17/2023 12:00:00 AM,Sunday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Playfair Park - Lynda Park - Guildwood Estates,Sector 34,East,5050007.03,Ward 18 - Alta Vista,Marty Carr,Criminal
1053,1364,2023,6/5/2023 12:00:00 AM,6/3/2023 12:00:00 AM,Saturday,Unknown,Unknown,Hatecrime Happened,Mischief To Property,Cummings,Sector 32,East,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1054,1365,2021,6/10/2021 12:00:00 AM,6/10/2021 12:00:00 AM,Thursday,Gender,Woman,Hatecrime Suspected,Dispute- Disturbance,Overbrook - McArthur,Sector 25,Central,5050013.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
1055,1366,2021,11/14/2021 12:00:00 AM,11/14/2021 12:00:00 AM,Sunday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1056,1367,2021,1/7/2021 12:00:00 AM,1/5/2021 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Hunt Club Upper -Blossom Park - Timbermill,Sector 35,East,5050123.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1057,1368,2024,2/11/2024 12:00:00 AM,2/11/2024 12:00:00 AM,Sunday,Immigrants/Newcomers to Canada,Immigrants/Newcomers to Canada,Hatecrime Happened,Harass Harrassment,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050007.02,Ward 18 - Alta Vista,Marty Carr,Non Criminal
1058,1369,2020,5/18/2020 12:00:00 AM,5/18/2020 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Assault Level 1,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
1059,1370,2022,2/4/2022 12:00:00 AM,2/4/2022 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Suspected,Harass Communications,Glebe - Dows Lake,Sector 22,Central,5050018.00,Ward 17 - Capital,Shawn Menard,Criminal
1060,1371,2018,4/3/2018 12:00:00 AM,4/3/2018 12:00:00 AM,Tuesday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Lowertown,Sector 24,Central,5050054.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1061,1372,2021,7/29/2021 12:00:00 AM,7/29/2021 12:00:00 AM,Thursday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,Cummings,Sector 32,East,5050061.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1062,1373,2024,1/28/2024 12:00:00 AM,1/28/2024 12:00:00 AM,Sunday,Religion,Muslim (Islam),Hatecrime Happened,Dispute- Disturbance,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
1063,1374,2023,2/27/2023 12:00:00 AM,2/27/2023 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Assault Level 1,CFB Rockcliffe-NRC,Sector 32,East,5050060.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1064,1375,2020,10/5/2020 12:00:00 AM,10/5/2020 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Suspected,Suspicious Motor Vehicle,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non Criminal
1065,1376,2021,7/10/2021 12:00:00 AM,7/10/2021 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
1066,1377,2022,3/8/2022 12:00:00 AM,3/7/2022 12:00:00 AM,Monday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Happened,Dispute- Neighbour,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
1067,1378,2021,5/27/2021 12:00:00 AM,5/26/2021 12:00:00 AM,Wednesday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Suspected,Threats Utter To Person,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1068,1379,2021,5/31/2021 12:00:00 AM,5/31/2021 12:00:00 AM,Monday,Religion,Jewish,Hatecrime Happened,Mischief To Property,Lowertown,Sector 24,Central,5050053.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1069,1380,2022,6/21/2022 12:00:00 AM,6/21/2022 12:00:00 AM,Tuesday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Dispute- Disturbance,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
1070,1381,2022,11/17/2022 12:00:00 AM,11/17/2022 12:00:00 AM,Thursday,Race/Ethnicity,Unknown race/ethnicity,Hatecrime Suspected,Dispute- Neighbour,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
1071,1382,2022,3/14/2022 12:00:00 AM,3/14/2022 12:00:00 AM,Monday,Race/Ethnicity,Black,Hatecrime Happened,Harass Race/ Religion,Vanier South,Sector 25,Central,5050100.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
1072,1383,2023,6/11/2023 12:00:00 AM,6/11/2023 12:00:00 AM,Sunday,Sexual Orientation,LGBTQ2+,Hatecrime Suspected,Dispute- Neighbour,Overbrook - McArthur,Sector 25,Central,5050012.00,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
1073,1384,2021,10/17/2021 12:00:00 AM,10/16/2021 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,Hunt Club Park,Sector 33,East,5050001.07,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1074,1385,2023,6/29/2023 12:00:00 AM,11/21/2022 12:00:00 AM,Monday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Suspected,Harass Race/ Religion,CFB Rockcliffe-NRC,Sector 32,East,5050062.02,Ward 13 - Rideau-Rockcliffe,Rawlson King,Non Criminal
1075,1386,2023,8/27/2023 12:00:00 AM,8/27/2023 12:00:00 AM,Sunday,Unknown,Unknown,Hatecrime Suspected,Mischief To Property,Notre-Dame Cemetery,Sector 25,Central,5050060.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1076,1387,2020,7/3/2020 12:00:00 AM,7/3/2020 12:00:00 AM,Friday,Religion,Unknown Religion,Hatecrime Suspected,Mischief Cultural Property,Notre-Dame Cemetery,Sector 25,Central,5050060.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1077,1388,2020,5/15/2020 12:00:00 AM,5/15/2020 12:00:00 AM,Friday,Race/Ethnicity,East and Southeast Asian,Hatecrime Happened,Mischief To Property,Centretown,Sector 23,Central,5050037.02,Ward 14 - Somerset,Ariel Troster,Criminal
1078,1389,2024,2/12/2024 12:00:00 AM,2/12/2024 12:00:00 AM,Monday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Happened,Mischief To Property,Riverside Park,Sector 34,East,5050003.00,Ward 16 - River,Riley Brockington,Criminal
1079,1390,2023,7/28/2023 12:00:00 AM,7/28/2023 12:00:00 AM,Friday,Combination (More than 2 Motivations),Combination (More than 2 Motivations),Hatecrime Happened,Mha -  Other,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Non Criminal
1080,1391,2023,6/20/2023 12:00:00 AM,6/18/2023 12:00:00 AM,Sunday,Race/Ethnicity,Other race/ethnicity,Hatecrime Suspected,Dispute- Disturbance,Beacon Hill South - Cardinal Heights,Sector 32,East,5050121.02,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,Non Criminal
1081,1392,2020,9/4/2020 12:00:00 AM,9/4/2020 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Harass Crim Stalking,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1082,1393,2020,6/14/2020 12:00:00 AM,6/14/2020 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1083,1394,2020,4/21/2020 12:00:00 AM,4/21/2020 12:00:00 AM,Tuesday,Race/Ethnicity,Black,Hatecrime Happened,Threats Utter To Person,Lowertown,Sector 24,Central,5050056.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1084,1395,2022,5/21/2022 12:00:00 AM,5/21/2022 12:00:00 AM,Saturday,Race/Ethnicity,Black,Hatecrime Happened,Dispute- Neighbour,Greenboro East,Sector 35,East,5050001.06,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non Criminal
1085,1396,2019,5/26/2019 12:00:00 AM,5/26/2019 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Hunt Club Park,Sector 33,East,5050001.07,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1086,1397,2024,2/2/2024 12:00:00 AM,2/2/2024 12:00:00 AM,Friday,Race/Ethnicity,Indigenous/Aboriginal,Hatecrime Suspected,Mischief To Property,CFB Rockcliffe-NRC,Sector 32,East,5050062.02,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1087,1398,2023,4/6/2023 12:00:00 AM,4/6/2023 12:00:00 AM,Thursday,Religion,Other Religion,Hatecrime Happened,Assault Level 1,CFB Rockcliffe-NRC,Sector 32,East,5050062.02,Ward 13 - Rideau-Rockcliffe,Rawlson King,Criminal
1088,1399,2022,10/13/2022 12:00:00 AM,10/13/2022 12:00:00 AM,Thursday,Religion,Muslim (Islam),Hatecrime Happened,Dispute- Disturbance,Greenboro East,Sector 35,East,5050001.06,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non Criminal
1089,1400,2021,4/13/2021 12:00:00 AM,4/12/2021 12:00:00 AM,Monday,Race/Ethnicity,East and Southeast Asian,Hatecrime Suspected,Suspicious Circumstance( S),Greenboro East,Sector 35,East,5050001.06,Ward 10 - Gloucester-Southgate,Jessica Bradley,Non Criminal
1090,1401,2020,10/18/2020 12:00:00 AM,10/18/2020 12:00:00 AM,Sunday,Race/Ethnicity,Black,Hatecrime Suspected,Mischief To Property,Sandy Hill - Ottawa East,Sector 24,Central,5050050.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1091,1402,2020,2/5/2020 12:00:00 AM,2/4/2020 12:00:00 AM,Tuesday,Religion,Catholic,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Sandy Hill - Ottawa East,Sector 24,Central,5050050.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1092,1403,2020,3/23/2020 12:00:00 AM,3/23/2020 12:00:00 AM,Monday,Religion,Catholic,Hatecrime Happened,Mischief Hate Cultrl/ Rel Prop,Sandy Hill - Ottawa East,Sector 24,Central,5050050.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1093,1404,2019,9/17/2019 12:00:00 AM,9/11/2019 12:00:00 AM,Wednesday,Race/Ethnicity,Black,Hatecrime Happened,Harass Communications,Ledbury - Heron Gate - Ridgemont - Elmwood,Sector 34,East,5050001.09,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
1094,1405,2021,3/22/2021 12:00:00 AM,3/22/2021 12:00:00 AM,Monday,Race/Ethnicity,"Arab(West Asian,Middle Eastern and North African origins)",Hatecrime Suspected,Assault Level 1,Lowertown,Sector 24,Central,5050053.00,Ward 12 - Rideau-Vanier,Stéphanie Plante,Criminal
1095,1406,2021,9/17/2021 12:00:00 AM,9/17/2021 12:00:00 AM,Friday,Race/Ethnicity,Black,Hatecrime Happened,Mischief To Property,Riverside South - Leitrim,Sector 35,East,5050126.07,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,Criminal
1096,1407,2019,3/9/2019 12:00:00 AM,3/9/2019 12:00:00 AM,Saturday,Race/Ethnicity,South Asian,Hatecrime Happened,Assault With Weapon Or Cbh Lv2,South Keys - Heron Gate - Greenboro West,Sector 35,East,5050001.04,Ward 10 - Gloucester-Southgate,Jessica Bradley,Criminal
